n,accuracy,cov,mean,lik
25,92.9824561403509,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
26,92.1052631578947,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
27,90.7017543859649,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
28,91.2280701754386,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
29,90.8771929824562,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
30,90.7017543859649,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
31,91.2280701754386,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
32,94.7368421052632,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 15}"
33,94.9122807017544,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 15}"
34,94.9122807017544,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
35,95.7894736842105,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
36,95.4385964912281,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
37,95.2631578947368,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
38,95.0877192982456,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
39,95.7894736842105,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
40,95.9649122807018,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
41,95.4385964912281,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
42,95.4385964912281,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
43,95.4385964912281,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
44,96.3157894736842,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
45,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
46,96.140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
47,95.6140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
48,95.6140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
49,95.6140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
50,95.4385964912281,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
51,95.6140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
52,96.6666666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
53,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
54,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
55,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
56,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
57,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
58,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
59,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
60,96.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
