n,accuracy,cov,mean,lik
27,93.3333333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
28,92.9824561403509,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
29,92.9824561403509,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
30,90.7017543859649,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
31,92.9824561403509,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
32,91.9298245614035,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
33,94.7368421052632,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
34,94.9122807017544,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
35,95.2631578947368,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
36,94.7368421052632,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
37,95.0877192982456,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
38,94.0350877192982,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
39,96.6666666666667,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
40,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
41,96.8421052631579,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
42,96.8421052631579,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
43,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
44,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
45,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
46,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
47,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
48,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
49,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
50,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
51,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
52,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
53,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
54,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
55,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
56,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
57,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
58,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
59,96.8421052631579,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
60,97.3684210526316,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
